Restaurant_Name,City,Restaurant_Type,Cuisines,Cost_for_two,Rating_out_of_5,Customer_rated,Service_Category,Online_Order,Book_Table
Snack House,Old Airport Road,Quick Bites,"Fast Food, Momos",200.0,3.9,26,Delivery,Yes,No
Gokul Kuteera,Old Airport Road,Casual Dining,"North Indian, Chinese",650.0,3.9,260,Delivery,Yes,No
Popat Juice Junction,Old Airport Road,Beverage Shop,"Beverages, Juices",200.0,4.0,0,Delivery,Yes,No
Taste of Assam,Old Airport Road,Quick Bites,"Assamese, North Indian, Chinese",400.0,3.3,26,Delivery,Yes,No
Wow Paratha,Old Airport Road,Delivery,North Indian,400.0,3.9,38,Delivery,Yes,No
Misal Darbar,Old Airport Road,Quick Bites,Maharashtrian,250.0,3.0,25,Delivery,Yes,No
Gowdru Hotel,Old Airport Road,Quick Bites,South Indian,400.0,3.9,203,Delivery,Yes,No
Buntastic,Old Airport Road,"Takeaway, Delivery","Burger, Juices",200.0,3.7,0,Delivery,Yes,No
Stoner,Old Airport Road,Dessert Parlor,"Ice Cream, Pizza, Beverages",550.0,4.4,2699,Delivery,Yes,No
Omleterian,Old Airport Road,Quick Bites,"American, Continental",200.0,3.7,0,Delivery,Yes,No
No More Hungry,Old Airport Road,"Takeaway, Delivery",North Indian,450.0,3.3,214,Delivery,Yes,No
Dhyaana,Old Airport Road,Cafe,"Cafe, Healthy Food, Fast Food, Beverages",600.0,4.3,156,Delivery,Yes,No
Frozen Bottle,Old Airport Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0,4.1,174,Delivery,Yes,No
Roll Over,Old Airport Road,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500.0,4.2,217,Delivery,Yes,No
Artinci Artisanal Ice Cream,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",300.0,3.8,0,Delivery,Yes,No
Cafe Grill,Old Airport Road,Quick Bites,"Chinese, North Indian, Rolls",300.0,4.1,505,Delivery,Yes,No
North Indies,Old Airport Road,Quick Bites,North Indian,450.0,3.8,27,Delivery,Yes,No
Just Eat,Old Airport Road,Quick Bites,"North Indian, Chinese, Beverages",500.0,3.4,18,Delivery,Yes,No
Taiki,Old Airport Road,Casual Dining,"Asian, Japanese, Korean, Thai, Sushi",1200.0,4.4,139,Delivery,Yes,Yes
Thai House,Old Airport Road,Casual Dining,Thai,1500.0,4.2,232,Delivery,Yes,No
Grand Hotel,Old Airport Road,Quick Bites,"Hyderabadi, Biryani",500.0,3.6,57,Delivery,Yes,No
Bombay Brasserie,Old Airport Road,Casual Dining,Modern Indian,1800.0,4.4,1908,Delivery,Yes,No
Ovenstory Pizza,Old Airport Road,Delivery,Pizza,800.0,4.0,108,Delivery,Yes,No
Gobble Up Churros Cafe,Old Airport Road,Dessert Parlor,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",400.0,4.3,379,Delivery,Yes,No
Under The Tree,Old Airport Road,Dessert Parlor,"Desserts, Juices, Fast Food",200.0,3.0,64,Delivery,Yes,No
Treat,Old Airport Road,Casual Dining,"North Indian, Mughlai",800.0,3.9,553,Delivery,Yes,No
Aagaman Veg,Old Airport Road,Casual Dining,"North Indian, Chinese, South Indian",900.0,4.0,560,Delivery,Yes,No
Momo Time,Old Airport Road,Delivery,"Momos, Chinese",300.0,3.7,0,Delivery,Yes,No
Jonah's,Old Airport Road,"Casual Dining, Bar","Italian, Seafood, American, Continental",1100.0,4.1,1856,Delivery,Yes,Yes
The Cake Mart,Old Airport Road,Bakery,"Bakery, Desserts",600.0,3.7,22,Delivery,Yes,No
Paratha Corner,Old Airport Road,Quick Bites,North Indian,150.0,3.2,23,Delivery,Yes,No
Crunch Pizzas,Old Airport Road,Delivery,"Italian, Pizza",600.0,2.9,331,Delivery,Yes,No
Tea Brew,Old Airport Road,"Cafe, Casual Dining","Cafe, Continental, Momos, Italian, North Indian",500.0,4.1,1157,Delivery,Yes,No
InnerChef,Old Airport Road,Delivery,"North Indian, Continental",500.0,3.7,271,Delivery,Yes,No
Bob's Restaurant,Old Airport Road,Quick Bites,"North Indian, Chinese",500.0,4.0,331,Delivery,Yes,No
Hotel Karavali,Old Airport Road,Quick Bites,"Biryani, North Indian, Mangalorean, Seafood",450.0,3.7,264,Delivery,Yes,No
Imli,Old Airport Road,Casual Dining,"North Indian, Street Food",800.0,3.8,1850,Delivery,Yes,No
Sabari Juice Junction,Old Airport Road,Beverage Shop,"Beverages, Sandwich",250.0,4.1,132,Delivery,Yes,No
Chung Wah Express,Old Airport Road,Casual Dining,"Chinese, Thai, Momos, Vietnamese",600.0,2.8,97,Delivery,Yes,No
Mamagoto,Old Airport Road,Casual Dining,"Asian, Thai, Chinese, BBQ, Momos",1600.0,4.4,2579,Delivery,Yes,Yes
YumYumSouth,Old Airport Road,Delivery,South Indian,600.0,3.0,40,Delivery,Yes,No
One Chu Restaurant,Old Airport Road,Casual Dining,"Chinese, Momos",600.0,3.9,327,Delivery,Yes,No
Clean Bowled,Old Airport Road,"Takeaway, Delivery","Healthy Food, Salad",300.0,3.4,6,Delivery,Yes,No
Foody's Land,Old Airport Road,Quick Bites,Fast Food,300.0,3.4,0,Delivery,Yes,No
All Shook Up!,Old Airport Road,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0,3.9,77,Delivery,Yes,No
Grill Hut,Old Airport Road,Quick Bites,"Fast Food, Rolls",350.0,3.6,84,Delivery,Yes,No
Malabar,Old Airport Road,Quick Bites,"Kerala, Seafood, Biryani",400.0,3.0,162,Delivery,Yes,No
Mood For Food,Old Airport Road,Casual Dining,"North Indian, Biryani",800.0,4.0,151,Delivery,Yes,No
Slurpy Shakes,Old Airport Road,"Takeaway, Delivery",Beverages,300.0,3.7,0,Delivery,Yes,No
Yomama!!,Old Airport Road,Quick Bites,"Continental, Burger, Cafe, Steak",800.0,4.0,341,Delivery,No,No
New Tandoor,Old Airport Road,Casual Dining,"North Indian, Chinese, Mughlai, Rolls",550.0,3.5,293,Delivery,Yes,No
Eat Food,Old Airport Road,Delivery,"North Indian, Fast Food, Biryani, Beverages",400.0,3.7,0,Delivery,Yes,No
Taza Tawa,Old Airport Road,Quick Bites,"North Indian, Chinese, Kebab, Beverages",550.0,3.8,170,Delivery,Yes,No
Cafe Coffee Day,Old Airport Road,Cafe,"Cafe, Fast Food",900.0,3.7,72,Delivery,Yes,No
Vimmi's Cafe,Old Airport Road,"Takeaway, Delivery",American,500.0,2.7,30,Delivery,Yes,No
The Belgian Waffle Co.,Old Airport Road,Dessert Parlor,"Desserts, Beverages",350.0,4.0,74,Delivery,Yes,No
Manju's Kitchen,Old Airport Road,Quick Bites,Chinese,300.0,3.3,14,Delivery,Yes,No
Biggies Burger 'n' More,Old Airport Road,Cafe,"Cafe, Burger, Fast Food",400.0,4.3,195,Delivery,Yes,No
Chung's Chinese Corner,Old Airport Road,Casual Dining,"Chinese, Asian, American, Seafood",600.0,2.7,290,Delivery,Yes,No
Raat Ki Rani,Old Airport Road,Delivery,"Fast Food, North Indian",400.0,4.3,267,Delivery,Yes,No
Nizaam's Kaati Rolls & Kebabs,Old Airport Road,Quick Bites,"Street Food, North Indian, Rolls",450.0,3.7,112,Delivery,Yes,No
Chai Masthi,Old Airport Road,Quick Bites,"Fast Food, Lebanese",200.0,3.5,10,Delivery,Yes,No
Fullyfilled,Old Airport Road,Quick Bites,"Fast Food, Chinese, Lebanese",200.0,4.0,48,Delivery,Yes,No
Big Chick Fried Chicken,Old Airport Road,Quick Bites,Fast Food,400.0,3.5,11,Delivery,Yes,No
Venus Biryani,Old Airport Road,Quick Bites,"Biryani, Chinese",200.0,3.1,149,Delivery,Yes,No
Ibaco,Old Airport Road,Dessert Parlor,Desserts,300.0,4.0,292,Delivery,Yes,No
Kobe Sizzlers,Old Airport Road,Casual Dining,"American, Continental, Fast Food, Steak",1500.0,4.1,1503,Delivery,Yes,Yes
Dakshin Biryani & Tiffin,Old Airport Road,Casual Dining,"Andhra, South Indian, North Indian",550.0,3.4,334,Delivery,Yes,No
Mother's Meal,Old Airport Road,Quick Bites,North Indian,200.0,3.8,134,Delivery,Yes,No
Pathy's Kitchen,Old Airport Road,Quick Bites,Andhra,500.0,3.5,21,Delivery,Yes,No
Just Kulfi,Old Airport Road,Dessert Parlor,"Ice Cream, Fast Food",400.0,3.5,8,Delivery,Yes,No
Asaivam Restaurant,Old Airport Road,Casual Dining,"Chettinad, South Indian",750.0,4.0,71,Delivery,Yes,No
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Old Airport Road,Cafe,"Cafe, Fast Food, Chinese",450.0,3.9,87,Delivery,Yes,No
The Yogisthaan Cafe,Old Airport Road,Cafe,"Cafe, Healthy Food, Salad, Beverages",600.0,4.2,1216,Delivery,Yes,No
Peace Restaurant,Old Airport Road,Quick Bites,"Chinese, Tibetan, North Indian",500.0,2.7,125,Delivery,Yes,No
SGS Non Veg - Gundu Pulav,Old Airport Road,Quick Bites,"Biryani, Fast Food",400.0,3.1,68,Delivery,Yes,No
Red Chilliez,Old Airport Road,Casual Dining,"North Indian, Chinese, Seafood, Mangalorean",650.0,3.5,217,Delivery,Yes,No
The Twisted Desi,Old Airport Road,Casual Dining,"Continental, Italian, North Indian, Chinese",1000.0,3.7,0,Delivery,Yes,Yes
Ambur Star Briyani,Old Airport Road,Casual Dining,"North Indian, Chinese, Biryani",500.0,3.8,26,Delivery,Yes,No
Srinidhi Fast Food,Old Airport Road,Quick Bites,Fast Food,400.0,3.4,0,Delivery,Yes,No
Inhouse Burger,Old Airport Road,Quick Bites,"Burger, Fast Food, Healthy Food, Beverages",500.0,3.3,11,Delivery,Yes,No
GMT - Gelateria Montecatini Terme,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",300.0,4.4,282,Delivery,Yes,No
Chapati House,Old Airport Road,Quick Bites,North Indian,300.0,3.9,34,Delivery,Yes,No
Breezy Cow Bar,Old Airport Road,Beverage Shop,Beverages,400.0,3.8,25,Delivery,Yes,No
The Cake House,Old Airport Road,Bakery,"Bakery, Fast Food",300.0,3.7,30,Delivery,Yes,No
Oye Amritsar,Old Airport Road,Casual Dining,North Indian,600.0,3.9,1488,Delivery,Yes,Yes
Omleterian,Old Airport Road,Delivery,"American, Continental",200.0,3.7,0,Delivery,Yes,No
Srinathji's,Old Airport Road,Casual Dining,"Street Food, Chinese, Italian, North Indian",800.0,3.6,598,Delivery,Yes,Yes
Little Italy,Old Airport Road,Casual Dining,"Italian, Pizza, Mexican",1400.0,4.2,3305,Delivery,Yes,Yes
ToothSome,Old Airport Road,Quick Bites,"North Indian, Bengali, Chinese",400.0,3.7,0,Delivery,Yes,No
Le Gateau - The Cake Shop,Old Airport Road,Delivery,"Desserts, Bakery",600.0,4.4,542,Delivery,Yes,No
Crispy Fried Chicken,Old Airport Road,Quick Bites,"Burger, Fast Food",150.0,3.3,11,Delivery,Yes,No
Gooey & Fluffy,Old Airport Road,Delivery,"Desserts, Bakery",200.0,3.9,90,Delivery,Yes,No
Foodmazic,Old Airport Road,Quick Bites,"BBQ, Beverages, Burger, Rolls, Tea",200.0,3.7,17,Delivery,No,No
Domino's Pizza,Old Airport Road,Quick Bites,"Pizza, Fast Food",400.0,3.0,7,Delivery,Yes,No
Thanco's Naturals Ice Cream,Old Airport Road,Dessert Parlor,"Ice Cream, Desserts",450.0,3.6,21,Delivery,Yes,No
Tayabbs,Old Airport Road,Quick Bites,"Rolls, North Indian, Fast Food",500.0,4.0,739,Delivery,Yes,No
Stuffd,Old Airport Road,"Takeaway, Delivery","Continental, North Indian",500.0,3.8,33,Delivery,Yes,No
Grubhouse,Old Airport Road,"Casual Dining, Cafe","Cafe, Continental",800.0,4.1,338,Delivery,Yes,No
Bites 2 Binge,Old Airport Road,Casual Dining,North Indian,750.0,3.7,19,Delivery,Yes,No
Punjabi Dhaba,Old Airport Road,Quick Bites,"North Indian, Chinese",300.0,2.8,53,Delivery,Yes,No
3 Leafs,Old Airport Road,Casual Dining,"North Indian, South Indian, Chinese",600.0,3.7,128,Delivery,Yes,No
Kalavara,Old Airport Road,Quick Bites,"South Indian, Kerala",150.0,3.4,14,Delivery,No,No
Rotti Mane,Old Airport Road,Quick Bites,South Indian,200.0,3.6,18,Delivery,Yes,No
Jenisha Green View Restaurant,Old Airport Road,Quick Bites,"North Indian, Fast Food",500.0,3.55,0,Delivery,Yes,No
UBCR,Old Airport Road,Quick Bites,Fast Food,200.0,3.3,5,Delivery,Yes,No
Hotel Devanand Kerala Restaurant,Old Airport Road,Quick Bites,Kerala,300.0,3.4,94,Delivery,Yes,No
Pulimunchi,Old Airport Road,Casual Dining,"Mangalorean, Seafood",1000.0,4.3,695,Delivery,Yes,Yes
World In A Bowl,Old Airport Road,Delivery,"Continental, North Indian, Desserts, Beverages",600.0,2.9,40,Delivery,Yes,No
A2B - Adyar Ananda Bhavan,Old Airport Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,3.0,570,Delivery,Yes,No
C Kosila Kitchen,Old Airport Road,Quick Bites,North Indian,300.0,3.1,8,Delivery,Yes,No
Sethji Home Made Food,Old Airport Road,Quick Bites,North Indian,350.0,3.5,229,Delivery,Yes,No
Chillikum,Old Airport Road,Quick Bites,North Indian,350.0,3.6,38,Delivery,Yes,No
Rahhams,Old Airport Road,Casual Dining,"Mughlai, North Indian, Chinese",700.0,2.8,420,Delivery,Yes,No
The Ganache Factory,Old Airport Road,"Dessert Parlor, Bakery","Desserts, Bakery",400.0,4.1,42,Delivery,Yes,No
Bat Chef,Old Airport Road,Quick Bites,Fast Food,500.0,2.6,27,Delivery,Yes,No
Tunday Kababi,Old Airport Road,Casual Dining,"Lucknowi, Mughlai",500.0,3.8,724,Delivery,Yes,No
Kolkata Rolls & Hot Dum Biriyani On Dial,Old Airport Road,Quick Bites,"Fast Food, Rolls",200.0,3.5,22,Delivery,Yes,No
Biriyani Zone,Old Airport Road,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800.0,3.7,22,Delivery,Yes,No
The Spicy Kitchen,Old Airport Road,Quick Bites,"Arabian, Rolls",300.0,3.1,17,Delivery,Yes,No
Kitchen of Joy,Old Airport Road,Quick Bites,"Fast Food, Bengali, Rolls",400.0,4.2,580,Delivery,Yes,No
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Old Airport Road,Delivery,Continental,500.0,3.1,54,Delivery,Yes,No
Supreme Biryani,Old Airport Road,Delivery,Biryani,500.0,3.4,12,Delivery,Yes,No
Desi Chinese,Old Airport Road,Delivery,"Chinese, North Indian",400.0,3.6,37,Delivery,Yes,No
INDULGE by InnerChef,Old Airport Road,Bakery,"Desserts, Bakery",400.0,3.4,27,Delivery,Yes,No
Bekal,Old Airport Road,Casual Dining,"Kerala, Mangalorean, Seafood",700.0,4.0,282,Delivery,Yes,No
Mid Night Hunting,Old Airport Road,"Takeaway, Delivery","Fast Food, Italian",300.0,3.7,127,Delivery,Yes,No
Sri Srinivas Park Hotel,Old Airport Road,Quick Bites,"South Indian, Fast Food",300.0,3.3499999999999996,0,Delivery,Yes,No
Singh Saab,Old Airport Road,Casual Dining,"North Indian, Chinese, Mughlai",800.0,3.7,244,Delivery,Yes,No
Shaap,Old Airport Road,Casual Dining,"Kerala, Seafood",500.0,4.0,241,Delivery,Yes,No
Nutty Squirrel,Old Airport Road,"Takeaway, Delivery","Ice Cream, Desserts",300.0,3.6,12,Delivery,Yes,No
Peacock,Old Airport Road,Casual Dining,"North Indian, BBQ, Mughlai",1200.0,4.0,861,Delivery,Yes,Yes
Snack'Ups,Old Airport Road,Quick Bites,Fast Food,250.0,3.5,62,Delivery,Yes,No
Fruit Face,Old Airport Road,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages",300.0,3.7,24,Delivery,Yes,No
Laddoos,Old Airport Road,"Quick Bites, Dessert Parlor","North Indian, Street Food, Mithai",250.0,2.9,228,Delivery,Yes,No
Cake Palace,Old Airport Road,Dessert Parlor,Bakery,100.0,3.4,12,Delivery,Yes,No
McDonald's,Old Airport Road,Quick Bites,"Burger, Fast Food",500.0,3.0,167,Delivery,Yes,No
Kulcha Kulture,Old Airport Road,Delivery,North Indian,400.0,3.5,14,Delivery,Yes,No
Kanti Sweets,Old Airport Road,"Dessert Parlor, Quick Bites","Mithai, Street Food",400.0,4.0,125,Delivery,Yes,No
Longlive Pizza,Old Airport Road,"Takeaway, Delivery","Pizza, Fast Food",400.0,3.2,61,Delivery,Yes,No
Bite Me Cupcakes,Old Airport Road,Dessert Parlor,Desserts,300.0,4.2,631,Delivery,Yes,No
Bhavani Sri,Old Airport Road,Casual Dining,"Chinese, North Indian",600.0,3.0,112,Delivery,Yes,No
Burger Bite House,Old Airport Road,Quick Bites,"Burger, Fast Food",500.0,3.1,4,Delivery,Yes,No
Tiffinwala,Old Airport Road,"Takeaway, Delivery","North Indian, Chinese",500.0,3.3,0,Delivery,Yes,No
Waffle In The Box,Old Airport Road,Dessert Parlor,Desserts,300.0,3.95,0,Delivery,Yes,No
Panda Foods,Old Airport Road,Quick Bites,"North Indian, Juices",300.0,3.5,15,Delivery,Yes,No
Raj Rasoi,Old Airport Road,Quick Bites,"North Indian, Chinese",250.0,3.5,12,Delivery,Yes,No
Swaad,Old Airport Road,Quick Bites,North Indian,200.0,3.2,30,Delivery,Yes,No
The Kitchen Chef,Old Airport Road,Delivery,"Fast Food, North Indian, Chinese",500.0,3.0,98,Delivery,Yes,No
Umami & Beyond,Old Airport Road,"Takeaway, Delivery","Continental, Healthy Food, Beverages",400.0,3.7,24,Delivery,Yes,No
Cake Dilim,Old Airport Road,Bakery,Bakery,500.0,3.5,0,Delivery,No,No
Food Town,Old Airport Road,Delivery,Chinese,200.0,3.2,5,Delivery,Yes,No
Wangs Kitchen,Old Airport Road,"Takeaway, Delivery",Chinese,700.0,2.5,56,Delivery,Yes,No
Copper Chimney,Old Airport Road,Casual Dining,"North Indian, Biryani",1200.0,4.2,97,Delivery,Yes,Yes
S.W.A.T Food Truck,Old Airport Road,Food Truck,"American, Fast Food",450.0,3.7,217,Delivery,Yes,No
Juicy,Old Airport Road,Beverage Shop,"Beverages, Juices, Fast Food",200.0,3.8,80,Delivery,Yes,No
Shake It Off,Old Airport Road,Quick Bites,"Beverages, Fast Food",600.0,4.2,164,Delivery,Yes,No
Mad Over Biryani,Old Airport Road,Quick Bites,"North Indian, Biryani",600.0,3.5,10,Delivery,Yes,No
Ciclo Cafe,Old Airport Road,"Cafe, Casual Dining","Cafe, Italian, American",1000.0,4.3,1331,Delivery,Yes,No
The Chef's Cake & Bakes,Old Airport Road,Delivery,Bakery,450.0,3.3,0,Delivery,Yes,No
Chai Darbaar,Old Airport Road,Quick Bites,"North Indian, Chinese, Fast Food",300.0,3.1,7,Delivery,Yes,No
Ice Cream Works,Old Airport Road,Dessert Parlor,"Ice Cream, Ice Cream",300.0,3.9,84,Delivery,Yes,No
Baskin Robbins,Old Airport Road,Dessert Parlor,"Ice Cream, Desserts",250.0,3.7,47,Delivery,Yes,No
Premium Bombay Kulfi,Old Airport Road,Kiosk,Ice Cream,100.0,3.5,11,Delivery,Yes,No
Kaayal,Old Airport Road,Casual Dining,"Kerala, Chinese",500.0,3.2,254,Delivery,Yes,No
Popat,Old Airport Road,Quick Bites,North Indian,300.0,3.2,43,Delivery,Yes,No
Paratha Xpress,Old Airport Road,Quick Bites,"North Indian, Chinese",200.0,3.5,8,Delivery,No,No
Curries And Pickles,Old Airport Road,Quick Bites,"Andhra, North Indian, Biryani",350.0,2.9,16,Delivery,Yes,No
Kisna Cafe,Old Airport Road,Quick Bites,"South Indian, North Indian",300.0,3.6,12,Delivery,Yes,No
Kartik's Mithai Shoppe,Old Airport Road,"Quick Bites, Sweet Shop","Mithai, Street Food",150.0,4.1,112,Delivery,Yes,No
Budget Food,Old Airport Road,Casual Dining,"North Indian, Biryani",700.0,3.5,43,Delivery,No,Yes
Sri Udupi,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese, Beverages",400.0,4.1,0,Delivery,Yes,No
Bean Flickers,Old Airport Road,Cafe,"Cafe, American, Fast Food, Coffee, Continental",700.0,4.3,397,Delivery,Yes,No
Boozers Bar & Kitchen,Old Airport Road,"Bar, Casual Dining","Continental, Burger, Italian, Pizza, North Indian, Chinese, Finger Food",1500.0,4.3,700,Delivery,No,No
Spicy Corner,Old Airport Road,Quick Bites,"Street Food, Fast Food",250.0,3.9,190,Delivery,Yes,No
Ice & Cream Creamery,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",200.0,3.8,0,Delivery,Yes,No
Kettle & Kegs,Old Airport Road,Delivery,"Tea, Beverages",200.0,3.7,0,Delivery,Yes,No
Swad Punjabi Dhaba,Old Airport Road,Quick Bites,North Indian,300.0,3.6,20,Delivery,No,No
Sree Ganesh Juice Center,Old Airport Road,Quick Bites,"Beverages, Juices",100.0,3.7,0,Delivery,Yes,No
Spices,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese, Biryani",450.0,3.2,6,Delivery,Yes,No
Kolkatta Famous Chat,Old Airport Road,Quick Bites,"Street Food, North Indian",100.0,3.7,23,Delivery,Yes,No
Sidewalk Cafe & Bar - The Paul Bangalore,Old Airport Road,Casual Dining,"European, Italian, Asian",1500.0,4.2,217,Delivery,Yes,Yes
Cafe Braqa,Old Airport Road,Cafe,"Cafe, Italian, Continental, Beverages",700.0,4.1,147,Delivery,Yes,Yes
Johny's Kitchen,Old Airport Road,Quick Bites,"North Indian, South Indian",300.0,4.1,60,Delivery,Yes,No
Cake Dilim,Old Airport Road,"Bakery, Quick Bites","Bakery, Desserts",400.0,3.3,8,Delivery,Yes,No
Infinitea Tea Room & Tea Store,Old Airport Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",1000.0,4.3,771,Delivery,Yes,Yes
Meat and eat,Old Airport Road,Quick Bites,"Fast Food, Burger",500.0,3.2,14,Delivery,Yes,No
North Indian Tadka,Old Airport Road,Quick Bites,"Chinese, North Indian",200.0,3.0,6,Delivery,No,No
Chantilly,Old Airport Road,"Cafe, Bakery","Cafe, Bakery",450.0,4.1,124,Delivery,Yes,No
Ideal Kitchen,Old Airport Road,Quick Bites,"North Indian, Chinese, South Indian, Seafood",250.0,3.5,26,Delivery,Yes,No
Green G Juice Bar,Old Airport Road,Beverage Shop,"Ice Cream, Fast Food, Beverages",200.0,3.5,39,Delivery,Yes,No
Wow Vada Pav,Old Airport Road,Quick Bites,"Street Food, American",250.0,3.6,27,Delivery,Yes,No
Ooty Chocolates,Old Airport Road,Dessert Parlor,Desserts,300.0,3.9,55,Delivery,Yes,No
Kanteen 038,Old Airport Road,Quick Bites,"Tea, Beverages, Fast Food",200.0,3.9,54,Delivery,Yes,No
Cafe Soy,Old Airport Road,"Takeaway, Delivery",Asian,250.0,3.8,48,Delivery,Yes,No
Galli Belly,Old Airport Road,Quick Bites,"Sandwich, Rolls",200.0,3.4,9,Delivery,Yes,No
Sri Krishna Sweets,Old Airport Road,Sweet Shop,Mithai,250.0,3.7,33,Delivery,Yes,No
Delhi Delight Food Cafe,Old Airport Road,Quick Bites,"Chinese, North Indian",200.0,3.1,28,Delivery,Yes,No
Donne Biriyani Mane,Old Airport Road,Quick Bites,"Biryani, Kebab",400.0,3.8,162,Delivery,Yes,No
Shake The Shake,Old Airport Road,Quick Bites,Juices,200.0,3.7,0,Delivery,Yes,No
Brea,Old Airport Road,Bakery,"Bakery, Fast Food",300.0,3.4,34,Delivery,Yes,No
Wats Ur Scoop?,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",300.0,4.0,56,Delivery,Yes,No
Sri Ganesha Fruit Juice Centre,Old Airport Road,Beverage Shop,"Juices, Beverages",100.0,3.2,18,Delivery,Yes,No
US Pizza,Old Airport Road,Quick Bites,"Pizza, Italian, Salad",500.0,2.4,63,Delivery,Yes,No
Pait Full,Old Airport Road,Casual Dining,"North Indian, Chinese, Biryani",750.0,3.8,70,Delivery,Yes,No
Cafe Terra,Old Airport Road,Cafe,"Cafe, Continental, Fast Food",500.0,4.2,402,Delivery,Yes,No
Desi Bytes,Old Airport Road,Quick Bites,"North Indian, Chinese",450.0,3.1,96,Delivery,Yes,No
Drunken Monkey,Old Airport Road,"Beverage Shop, Quick Bites","Beverages, Fast Food",500.0,3.9,210,Delivery,Yes,No
Sai Donne Biryani,Old Airport Road,Quick Bites,"North Indian, Biryani",300.0,3.3,9,Delivery,Yes,No
Dashabhuja Kitchen & Catering,Old Airport Road,"Takeaway, Delivery","North Indian, Chinese",400.0,3.0,12,Delivery,Yes,No
20 Char - Sterlings MAC Hotel,Old Airport Road,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",1400.0,4.0,427,Delivery,No,Yes
Swagath Authentic Nati Style,Old Airport Road,Quick Bites,"Biryani, South Indian",350.0,3.1,0,Delivery,Yes,No
Goli Vada Pav No. 1,Old Airport Road,Quick Bites,Street Food,200.0,3.5,34,Delivery,Yes,No
Zaica Dine & Wine,Old Airport Road,Casual Dining,North Indian,1200.0,4.0,1021,Delivery,Yes,Yes
Raja Bhojaun,Old Airport Road,"Takeaway, Delivery","Chinese, North Indian, South Indian",250.0,3.4,20,Delivery,Yes,No
Kadamba Foodline,Old Airport Road,Quick Bites,"Chinese, North Indian, South Indian, Street Food",400.0,3.7,33,Delivery,No,No
Big Mummy,Old Airport Road,Quick Bites,"Fast Food, Biryani",400.0,4.0,223,Delivery,Yes,No
Rajan's Cafe,Old Airport Road,Quick Bites,"North Indian, Chinese, Fast Food",300.0,2.8,79,Delivery,No,No
Status,Old Airport Road,Casual Dining,"Chinese, North Indian",550.0,3.6,120,Delivery,Yes,No
Meaza Ginger Multi Cuisine Restaurant,Old Airport Road,Quick Bites,"North Indian, Chinese",500.0,3.7,93,Delivery,Yes,No
Chellappa's,Old Airport Road,Casual Dining,"Chettinad, South Indian, North Indian",500.0,3.2,115,Delivery,Yes,No
Ice Creamist,Old Airport Road,Dessert Parlor,"Ice Cream, Desserts",300.0,3.2,25,Delivery,Yes,No
Guns N Roses,Old Airport Road,Quick Bites,"Fast Food, Biryani",300.0,3.6,23,Delivery,Yes,No
Fire And Ice,Old Airport Road,"Dessert Parlor, Quick Bites","Desserts, Fast Food",300.0,3.7,19,Delivery,Yes,No
DVG Benne Dosa,Old Airport Road,Quick Bites,South Indian,150.0,4.1,29,Delivery,Yes,No
Chetty's Coffee,Old Airport Road,Quick Bites,South Indian,150.0,3.9,45,Delivery,Yes,No
Nizam's Biryani House,Old Airport Road,Casual Dining,"Hyderabadi, Biryani",700.0,3.7,0,Delivery,Yes,No
The Table,Old Airport Road,Bakery,"Bakery, Desserts",400.0,3.8,42,Delivery,Yes,No
Kevins Kitchen,Old Airport Road,Quick Bites,"North Indian, Chinese, Biryani",400.0,3.8,105,Delivery,Yes,No
House of Torte,Old Airport Road,"Bakery, Cafe","Bakery, Cafe, Burger, Fast Food",450.0,3.8,60,Delivery,Yes,No
A3 Nuwang Kitchen,Old Airport Road,Quick Bites,"Chinese, North Indian",300.0,3.7,42,Delivery,Yes,No
Suchithra Biryani House,Old Airport Road,Casual Dining,"Andhra, Biryani, North Indian",450.0,3.7,287,Delivery,No,No
Hotel Salala,Old Airport Road,Quick Bites,"North Indian, South Indian, Chinese, Biryani",400.0,3.8,73,Delivery,No,No
Kulfi Point,Old Airport Road,Dessert Parlor,Desserts,300.0,3.4,5,Delivery,No,No
iSpice Resto Cafe,Old Airport Road,Quick Bites,"North Indian, Chinese, Fast Food",500.0,3.7,32,Delivery,Yes,No
